,Amsterdam Centraal,Rotterdam Centraal,Den Haag Centraal,Utrecht Centraal,Eindhoven Centraal,Tilburg Centraal,Almere Centrum,Groningen Centraal,Breda Centraal,Nijmegen Centraal,Leeuwarden Centraal,Maastricht Centraal
mean_time,3663.9,1179.9,1055.7,3291.3,6334.2,4719.6,4347.0,10619.1,3539.7,6334.2,8880.3,9501.3
